loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
25000,25000, 36 months,0.1607,879.85,D,10.0,OWN,130000.0,VERIFIED - income,credit_card,CA,19.62,0.0,1098.7666666666667,0.0,9.0,0.0,61165,91.3,28.0,0
5000,5000, 36 months,0.1149,164.86,B,1.0,MORTGAGE,37500.0,not verified,home_improvement,NC,6.62,0.0,898.8666666666667,1.0,4.0,0.0,7187,92.1,21.0,0
2100,2100, 60 months,0.1483,49.78,D,10.0,RENT,45000.0,VERIFIED - income source,other,CA,14.11,1.0,896.9,3.0,7.0,0.0,3641,79.2,19.0,1
11200,11200, 36 months,0.1398,382.69,C,7.0,RENT,52800.0,VERIFIED - income source,credit_card,WV,24.94,0.0,913.1,1.0,8.0,0.0,10290,85.0,12.0,1
6000,6000, 36 months,0.15960000000000002,210.83,C,10.0,MORTGAGE,39168.0,not verified,debt_consolidation,CA,24.85,0.0,958.8,1.0,13.0,1.0,6347,81.6,30.0,1
4000,4000, 36 months,0.1,129.07,B,5.0,RENT,58000.0,VERIFIED - income source,debt_consolidation,TX,20.32,0.0,919.2,0.0,12.0,0.0,6790,52.6,29.0,0
29000,29000, 36 months,0.1565,1014.55,D,10.0,MORTGAGE,88812.93,VERIFIED - income,credit_card,PA,18.56,0.0,987.1666666666666,2.0,8.0,0.0,33844,85.9,27.0,0
5000,5000, 60 months,0.15990000000000001,121.57,D,10.0,RENT,42000.0,not verified,other,TX,21.17,0.0,1108.9,2.0,25.0,0.0,9669,16.6,37.0,0
15850,15850, 60 months,0.1864,408.03,E,2.0,MORTGAGE,43000.0,VERIFIED - income,other,TX,23.44,0.0,960.7666666666667,2.0,9.0,0.0,5049,48.5,12.0,0
20000,20000, 60 months,0.1839,512.13,E,8.0,MORTGAGE,115000.0,not verified,debt_consolidation,RI,7.78,0.0,953.7,2.0,7.0,0.0,12340,71.3,46.0,0
22500,22500, 36 months,0.1183,745.52,B,10.0,MORTGAGE,93000.0,not verified,home_improvement,MI,10.89,0.0,1121.1,0.0,13.0,0.0,60376,47.9,27.0,0
2100,2100, 36 months,0.12210000000000001,69.97,B,1.0,RENT,10000.0,not verified,educational,IL,19.68,0.0,853.2333333333333,0.0,3.0,0.0,603,6.2,4.0,0
24000,24000, 36 months,0.1496,831.52,D,7.0,OWN,350000.0,not verified,small_business,MA,11.38,0.0,1085.6,7.0,13.0,0.0,1207359,56.0,33.0,0
12000,12000, 60 months,0.16690000000000002,296.24,E,2.0,MORTGAGE,51996.0,VERIFIED - income source,debt_consolidation,CA,23.96,0.0,869.5,3.0,8.0,0.0,8437,63.0,14.0,0
14000,14000, 36 months,0.0751,435.56,A,10.0,MORTGAGE,140000.0,VERIFIED - income source,credit_card,CA,3.05,0.0,70.96666666666667,0.0,21.0,0.0,16621,20.6,50.0,0
7150,7150, 36 months,0.0699,220.74,A,3.0,RENT,61200.0,not verified,debt_consolidation,NY,11.02,0.0,925.3,0.0,12.0,0.0,6577,51.0,20.0,0
15500,15500, 60 months,0.1349,356.58,C,4.0,RENT,40000.0,VERIFIED - income source,debt_consolidation,NY,11.19,0.0,938.4666666666667,2.0,6.0,0.0,17554,57.0,8.0,0
2500,2500, 36 months,0.1114,82.01,B,0.0,RENT,25000.0,not verified,house,CA,7.58,0.0,914.1,0.0,6.0,0.0,7090,73.1,10.0,0
24000,24000, 36 months,0.1843,872.88,F,4.0,OWN,600000.0,VERIFIED - income,major_purchase,CA,7.09,0.0,1006.4666666666667,1.0,9.0,0.0,58222,39.0,38.0,1
12000,12000, 36 months,0.1099,392.83,B,9.0,MORTGAGE,95000.0,not verified,debt_consolidation,NJ,4.47,0.0,1082.5333333333333,0.0,4.0,0.0,13855,42.5,21.0,0
16000,16000, 36 months,0.0603,486.97,A,4.0,RENT,85000.0,VERIFIED - income source,major_purchase,MD,5.15,0.0,849.2333333333333,0.0,6.0,0.0,802,0.9,9.0,0
17725,17725, 60 months,0.11710000000000001,391.7,B,10.0,MORTGAGE,57000.0,VERIFIED - income,debt_consolidation,TX,28.25,0.0,988.2,0.0,18.0,0.0,25136,36.2,41.0,0
18050,18050, 36 months,0.1,582.43,B,10.0,MORTGAGE,75288.0,not verified,debt_consolidation,IL,7.73,0.0,974.0,0.0,6.0,0.0,18352,61.2,19.0,0
15000,15000, 36 months,0.16690000000000002,532.48,E,10.0,MORTGAGE,124000.0,not verified,debt_consolidation,NY,18.56,0.0,918.2,4.0,11.0,0.0,117200,91.2,16.0,0
10000,10000, 36 months,0.16820000000000002,355.64,E,10.0,RENT,60000.0,VERIFIED - income source,debt_consolidation,MO,9.52,0.0,957.7666666666667,5.0,4.0,0.0,1293,39.2,17.0,0
8000,8000, 36 months,0.1148,263.75,B,10.0,RENT,36000.0,VERIFIED - income,debt_consolidation,NY,2.9,0.0,866.4333333333333,1.0,7.0,0.0,2980,31.7,10.0,0
3000,3000, 36 months,0.1065,97.72,B,0.0,RENT,21000.0,VERIFIED - income,other,CA,20.11,0.0,850.1666666666666,0.0,4.0,0.0,2797,93.2,8.0,0
5000,5000, 36 months,0.0542,150.8,A,6.0,MORTGAGE,36600.0,not verified,other,GA,23.67,0.0,896.9,0.0,10.0,0.0,624,3.5,33.0,0
1000,1000, 36 months,0.1189,33.17,B,10.0,MORTGAGE,87000.0,not verified,other,AK,5.57,1.0,1092.7333333333333,0.0,5.0,0.0,5742,55.2,18.0,0
14400,14400, 36 months,0.0788,450.44,A,5.0,MORTGAGE,96216.0,VERIFIED - income,home_improvement,CA,1.91,0.0,995.3333333333334,2.0,14.0,0.0,3351,0.4,47.0,0
4200,4200, 36 months,0.0599,127.76,A,1.0,MORTGAGE,63096.0,not verified,debt_consolidation,OK,2.66,0.0,1111.9666666666667,1.0,9.0,0.0,6367,37.3,14.0,0
25000,25000, 60 months,0.2391,717.9,G,7.0,RENT,200000.0,VERIFIED - income source,debt_consolidation,FL,9.55,0.0,56.833333333333336,1.0,29.0,0.0,29680,45.8,41.0,0
9000,9000, 36 months,0.07490000000000001,279.92,A,8.0,MORTGAGE,35500.0,not verified,debt_consolidation,VA,23.8,1.0,906.0333333333333,1.0,17.0,0.0,5739,26.7,28.0,0
24625,13875, 36 months,0.18359999999999999,504.13,G,10.0,RENT,84000.0,not verified,small_business,CA,23.04,0.0,1050.0666666666666,3.0,13.0,0.0,24280,93.4,38.0,0
12000,12000, 60 months,0.1491,284.92,D,1.0,MORTGAGE,36000.0,VERIFIED - income source,major_purchase,GA,13.43,0.0,948.6,3.0,8.0,1.0,5049,78.9,17.0,0
3000,3000, 36 months,0.09630000000000001,96.29,A,1.0,OWN,30000.0,not verified,wedding,VA,0.68,0.0,905.0,0.0,8.0,0.0,893,38.8,11.0,0
10400,10400, 60 months,0.1099,226.07,B,7.0,OWN,42000.0,VERIFIED - income,debt_consolidation,CA,13.51,0.0,876.6,0.0,7.0,0.0,1741,18.7,15.0,0
12000,12000, 60 months,0.19039999999999999,311.56,F,8.0,MORTGAGE,100000.0,VERIFIED - income source,other,CA,24.57,0.0,957.7666666666667,5.0,15.0,0.0,26561,91.5,39.0,0
16000,3325, 36 months,0.0654,101.97,A,4.0,MORTGAGE,100000.0,VERIFIED - income,debt_consolidation,TX,6.05,0.0,1047.0333333333333,0.0,5.0,0.0,11006,65.1,36.0,0
15000,15000, 36 months,0.1483,518.74,D,9.0,MORTGAGE,150000.0,VERIFIED - income source,debt_consolidation,NJ,14.9,0.0,946.6333333333333,6.0,14.0,0.0,10976,68.6,22.0,0
15000,15000, 36 months,0.0894,476.58,A,3.0,RENT,62280.0,VERIFIED - income source,debt_consolidation,CA,7.78,0.0,1044.0333333333333,1.0,10.0,0.0,13316,33.3,34.0,0
10400,10400, 36 months,0.0542,313.67,A,9.0,RENT,65000.0,not verified,debt_consolidation,WA,16.8,0.0,939.5,0.0,9.0,0.0,18550,46.4,24.0,0
27525,27525, 36 months,0.1074,897.75,B,10.0,MORTGAGE,80070.0,VERIFIED - income,small_business,NJ,15.42,0.0,1172.8666666666666,0.0,15.0,0.0,52856,74.7,39.0,0
10000,10000, 36 months,0.12990000000000002,336.9,C,10.0,MORTGAGE,72972.35,VERIFIED - income,credit_card,NY,24.16,0.0,1033.8333333333333,1.0,10.0,0.0,17312,60.3,15.0,0
1000,1000, 60 months,0.1335,22.94,C,2.0,MORTGAGE,36000.0,VERIFIED - income source,debt_consolidation,CA,10.8,0.0,853.2333333333333,0.0,9.0,0.0,7496,85.2,13.0,0
9600,9600, 36 months,0.1199,318.82,B,1.0,RENT,35000.0,not verified,credit_card,CT,12.82,0.0,878.6333333333333,0.0,10.0,1.0,10862,71.6,22.0,0
3000,3000, 36 months,0.10710000000000001,97.81,B,3.0,RENT,42264.0,not verified,debt_consolidation,IL,16.83,1.0,902.9666666666667,2.0,11.0,0.0,8911,53.4,19.0,0
25000,25000, 36 months,0.10619999999999999,814.0,B,10.0,MORTGAGE,133119.0,VERIFIED - income source,credit_card,FL,19.36,0.0,1000.3666666666667,1.0,13.0,0.0,10461,64.6,55.0,0
15000,15000, 36 months,0.09630000000000001,481.41,B,8.0,MORTGAGE,60996.0,VERIFIED - income source,other,NY,17.82,0.0,1043.0,0.0,14.0,0.0,58504,30.9,34.0,0
5000,5000, 36 months,0.13720000000000002,170.21,C,4.0,RENT,28000.0,VERIFIED - income,debt_consolidation,NY,12.21,1.0,859.3666666666667,1.0,12.0,0.0,6347,70.0,16.0,1
8000,8000, 36 months,0.12179999999999999,266.4,B,2.0,RENT,40000.0,not verified,debt_consolidation,TX,19.32,0.0,878.6333333333333,0.0,7.0,0.0,2707,31.5,13.0,0
5000,5000, 36 months,0.0579,151.64,A,1.0,MORTGAGE,25040.0,VERIFIED - income source,home_improvement,AL,16.29,0.0,1033.8333333333333,0.0,5.0,0.0,50638,8.5,8.0,0
12000,12000, 36 months,0.10619999999999999,390.72,B,9.0,MORTGAGE,150000.0,not verified,debt_consolidation,DC,12.93,0.0,974.0,1.0,12.0,0.0,58179,84.2,46.0,0
3200,3200, 36 months,0.0751,99.56,A,0.0,MORTGAGE,48000.0,VERIFIED - income source,major_purchase,LA,14.65,0.0,938.4666666666667,0.0,8.0,0.0,7062,50.1,22.0,0
8000,8000, 36 months,0.1496,277.16,D,1.0,RENT,120000.0,not verified,debt_consolidation,CT,11.7,0.0,1037.9,3.0,10.0,0.0,18131,81.1,25.0,0
6000,6000, 36 months,0.07490000000000001,186.61,A,5.0,OWN,14400.0,VERIFIED - income source,other,FL,10.08,0.0,980.1,0.0,5.0,0.0,6940,31.7,7.0,0
9600,9600, 36 months,0.11710000000000001,317.53,B,7.0,RENT,53000.0,not verified,credit_card,CA,18.18,0.0,1076.5,0.0,9.0,0.0,9066,63.8,18.0,0
13850,13850, 36 months,0.12869999999999998,465.82,C,2.0,MORTGAGE,42452.0,VERIFIED - income,debt_consolidation,OH,21.14,0.0,928.3333333333334,2.0,13.0,0.0,42470,82.6,17.0,0
22500,22500, 60 months,0.1727,562.46,D,3.0,MORTGAGE,67735.0,VERIFIED - income source,debt_consolidation,SC,18.8,0.0,873.5666666666667,2.0,8.0,0.0,18364,75.6,16.0,0
3600,3600, 36 months,0.0999,116.15,B,2.0,OWN,35000.0,VERIFIED - income,debt_consolidation,CA,3.81,2.0,927.3333333333334,0.0,5.0,0.0,1919,9.7,17.0,0
30000,30000, 36 months,0.1562,1049.1,D,10.0,MORTGAGE,125004.0,VERIFIED - income,debt_consolidation,SC,16.07,0.0,1017.6333333333333,1.0,19.0,0.0,35178,50.3,34.0,0
4325,4325, 36 months,0.07490000000000001,134.52,A,10.0,MORTGAGE,44300.0,VERIFIED - income source,credit_card,FL,5.47,0.0,992.2666666666667,0.0,9.0,1.0,5074,35.2,34.0,0
20000,16250, 36 months,0.1112,532.93,B,10.0,RENT,62400.0,VERIFIED - income,debt_consolidation,CA,20.77,0.0,1014.5666666666667,0.0,7.0,0.0,27750,40.3,18.0,0
20000,20000, 36 months,0.16820000000000002,711.27,E,4.0,MORTGAGE,88000.0,VERIFIED - income,debt_consolidation,CA,15.38,0.0,986.1666666666666,0.0,16.0,0.0,15847,45.5,43.0,1
10000,10000, 36 months,0.0729,310.1,A,2.0,RENT,75000.0,VERIFIED - income source,home_improvement,CA,0.72,0.0,867.4333333333333,1.0,7.0,0.0,370,2.1,8.0,0
7000,7000, 36 months,0.1496,242.52,D,10.0,MORTGAGE,43800.0,not verified,debt_consolidation,NJ,12.66,0.0,979.1,1.0,14.0,0.0,3294,70.1,30.0,1
3000,3000, 36 months,0.1562,104.91,C,5.0,RENT,60000.0,VERIFIED - income,wedding,CA,20.24,0.0,927.3333333333334,0.0,10.0,0.0,10026,77.7,23.0,0
9325,9325, 36 months,0.1646,329.97,F,0.0,RENT,50000.0,not verified,debt_consolidation,CA,26.86,0.0,946.6333333333333,0.0,10.0,0.0,18579,82.9,20.0,0
6000,6000, 36 months,0.07139999999999999,185.65,A,3.0,MORTGAGE,49800.0,VERIFIED - income source,debt_consolidation,AL,9.61,0.0,70.03333333333333,2.0,7.0,0.0,2834,4.8,27.0,0
5000,5000, 60 months,0.1112,109.02,B,10.0,MORTGAGE,40000.0,VERIFIED - income source,debt_consolidation,MI,14.58,0.0,925.3,2.0,17.0,0.0,7497,12.1,30.0,0
12500,12500, 36 months,0.1496,433.08,D,9.0,MORTGAGE,62400.0,VERIFIED - income source,moving,KY,14.88,0.0,941.5333333333333,0.0,8.0,0.0,1268,31.7,19.0,0
5000,5000, 60 months,0.16449999999999998,122.79,E,3.0,RENT,48000.0,VERIFIED - income,debt_consolidation,HI,19.93,0.0,1140.4,5.0,9.0,0.0,4187,63.4,13.0,0
4650,4650, 36 months,0.0662,142.78,A,1.0,OWN,37000.0,VERIFIED - income source,credit_card,MN,9.54,0.0,964.8333333333334,0.0,7.0,0.0,8619,57.1,15.0,0
1800,1800, 36 months,0.102,58.26,B,10.0,OWN,42000.0,not verified,home_improvement,IL,11.09,0.0,900.9333333333333,2.0,7.0,0.0,3628,26.1,13.0,0
2000,2000, 36 months,0.1114,65.61,B,2.0,RENT,42000.0,not verified,educational,OK,13.49,0.0,987.1666666666666,0.0,9.0,0.0,11817,15.7,42.0,0
15000,9700, 60 months,0.1261,218.78,C,5.0,RENT,33600.0,VERIFIED - income source,small_business,CA,8.04,0.0,882.7,0.0,3.0,0.0,11,0.4,20.0,1
12000,12000, 36 months,0.1335,406.36,C,3.0,RENT,42500.0,VERIFIED - income source,major_purchase,MD,15.76,0.0,885.7666666666667,0.0,7.0,0.0,6775,97.7,7.0,0
21200,13450, 60 months,0.1839,344.41,E,10.0,OWN,54000.0,VERIFIED - income,debt_consolidation,OK,14.36,1.0,1082.5333333333333,0.0,4.0,0.0,8828,58.9,22.0,0
5000,5000, 60 months,0.1521,119.51,D,8.0,RENT,82000.0,VERIFIED - income,house,CA,10.38,0.0,911.0333333333333,1.0,11.0,1.0,5045,71.1,16.0,1
14000,14000, 36 months,0.1864,510.64,E,3.0,MORTGAGE,357000.0,VERIFIED - income,debt_consolidation,CT,16.42,0.0,1070.3666666666666,3.0,26.0,0.0,24199,46.8,63.0,0
13750,13750, 36 months,0.1422,471.41,C,10.0,MORTGAGE,30000.0,not verified,debt_consolidation,VA,18.88,1.0,1009.4666666666667,1.0,24.0,0.0,9301,14.9,37.0,0
4000,4000, 36 months,0.1099,130.94,B,5.0,MORTGAGE,52800.0,VERIFIED - income source,wedding,VA,15.43,0.0,980.1,1.0,7.0,1.0,6286,48.7,20.0,0
2000,2000, 36 months,0.087,63.32,B,0.0,RENT,70000.0,not verified,credit_card,NY,6.07,0.0,917.1666666666666,1.0,13.0,0.0,5967,19.8,17.0,0
4800,4800, 60 months,0.1223,107.34,C,10.0,MORTGAGE,92000.0,VERIFIED - income source,home_improvement,MI,21.65,1.0,1027.8,1.0,14.0,0.0,3565,79.2,30.0,0
2750,2750, 36 months,0.16949999999999998,97.98,E,3.0,RENT,4200.0,not verified,educational,MA,0.0,0.0,856.3,0.0,6.0,0.0,0,,6.0,0
6000,6000, 60 months,0.1099,130.43,B,7.0,MORTGAGE,67200.0,VERIFIED - income source,car,CA,7.68,0.0,962.8,0.0,16.0,0.0,12007,39.5,30.0,0
8400,8400, 36 months,0.12179999999999999,279.72,B,6.0,MORTGAGE,35000.0,not verified,debt_consolidation,IL,24.69,0.0,902.9666666666667,1.0,12.0,0.0,17411,64.0,21.0,0
9600,9600, 36 months,0.1465,331.15,C,0.0,RENT,60000.0,VERIFIED - income source,debt_consolidation,CA,8.24,0.0,996.2666666666667,1.0,13.0,0.0,6725,70.4,28.0,0
25000,25000, 36 months,0.11109999999999999,819.78,B,2.0,RENT,60000.0,VERIFIED - income,debt_consolidation,VA,22.5,0.0,969.9333333333333,0.0,8.0,0.0,30862,58.5,25.0,0
8000,8000, 36 months,0.1465,275.96,C,7.0,RENT,87000.0,not verified,debt_consolidation,CT,3.94,0.0,839.0333333333333,1.0,6.0,0.0,10569,67.3,10.0,0
22750,22750, 60 months,0.1862,585.41,F,1.0,RENT,36000.0,VERIFIED - income,debt_consolidation,CA,10.73,1.0,1024.7333333333333,0.0,11.0,0.0,870,4.1,34.0,1
8800,8800, 36 months,0.11359999999999999,289.61,B,2.0,RENT,60000.0,VERIFIED - income source,credit_card,CA,22.62,0.0,918.2,1.0,13.0,0.0,10521,45.3,27.0,0
14400,14400, 36 months,0.12990000000000002,485.13,C,10.0,MORTGAGE,57000.0,not verified,debt_consolidation,IL,10.46,0.0,910.1,2.0,10.0,0.0,35245,57.3,16.0,0
19600,19600, 36 months,0.1398,669.7,C,10.0,RENT,900000.0,VERIFIED - income source,wedding,NY,1.04,3.0,926.3,0.0,6.0,0.0,301,13.1,22.0,0
10000,10000, 36 months,0.0692,308.41,A,2.0,RENT,37200.0,VERIFIED - income source,debt_consolidation,GA,22.61,0.0,862.3333333333334,0.0,6.0,0.0,10533,49.0,8.0,0
9000,9000, 36 months,0.0603,273.92,A,8.0,MORTGAGE,77000.0,not verified,home_improvement,MN,9.86,0.0,933.4333333333333,1.0,11.0,0.0,10526,19.7,27.0,0
1600,1600, 36 months,0.0932,51.12,A,2.0,RENT,31000.0,not verified,other,CA,19.21,0.0,967.9,3.0,6.0,1.0,714,10.1,15.0,0
8000,8000, 36 months,0.1607,281.56,D,6.0,MORTGAGE,75000.0,not verified,other,CT,20.56,0.0,938.4666666666667,7.0,12.0,0.0,21166,72.7,37.0,0
5000,5000, 36 months,0.1317,168.88,D,0.0,RENT,60000.0,not verified,credit_card,FL,14.6,0.0,907.0333333333333,1.0,10.0,0.0,7708,48.5,15.0,0
16000,16000, 36 months,0.1474,552.59,D,10.0,MORTGAGE,89200.0,not verified,debt_consolidation,MA,3.63,0.0,997.3,7.0,5.0,0.0,15306,51.2,35.0,0
8000,8000, 36 months,0.1253,267.74,B,1.0,RENT,123000.0,not verified,other,CA,12.06,0.0,1021.6666666666666,0.0,7.0,0.0,37784,70.1,13.0,0
5000,5000, 36 months,0.1114,164.02,B,3.0,MORTGAGE,50000.0,not verified,credit_card,MD,5.88,0.0,981.1333333333333,3.0,7.0,1.0,5305,16.8,16.0,0
6000,6000, 36 months,0.0894,190.63,A,2.0,MORTGAGE,42000.0,not verified,credit_card,CA,18.23,0.0,999.3333333333334,3.0,10.0,0.0,4836,62.0,29.0,0
14100,14100, 36 months,0.08,441.84,A,2.0,MORTGAGE,63000.0,VERIFIED - income,debt_consolidation,NV,10.82,0.0,919.2,1.0,11.0,0.0,10513,32.0,20.0,0
8000,8000, 60 months,0.1149,175.91,B,4.0,RENT,60000.0,VERIFIED - income,credit_card,CA,14.98,0.0,918.2,0.0,10.0,0.0,3089,23.8,26.0,0
25000,15725, 36 months,0.11359999999999999,517.51,B,2.0,MORTGAGE,90000.0,VERIFIED - income,moving,FL,10.33,0.0,942.5666666666667,1.0,14.0,0.0,8533,18.0,52.0,0
4200,4200, 36 months,0.0751,130.66,A,2.0,RENT,40000.0,not verified,major_purchase,NY,15.57,0.0,879.6333333333333,2.0,6.0,0.0,1801,62.1,12.0,0
6450,6450, 36 months,0.0599,196.2,A,5.0,MORTGAGE,140987.0,not verified,home_improvement,WI,5.75,0.0,986.1666666666666,0.0,6.0,0.0,0,0.0,30.0,0
5000,5000, 36 months,0.0603,152.18,A,,OWN,63000.0,not verified,major_purchase,NV,7.81,0.0,1019.6666666666666,0.0,6.0,0.0,271,1.1,16.0,0
8800,8800, 60 months,0.1491,208.94,D,4.0,MORTGAGE,110313.0,VERIFIED - income,debt_consolidation,IL,19.11,1.0,996.2666666666667,0.0,22.0,0.0,79747,28.1,35.0,0
8000,8000, 36 months,0.1253,267.73,C,7.0,OWN,34000.0,not verified,medical,VA,21.85,0.0,879.6333333333333,1.0,19.0,0.0,12806,38.6,22.0,1
18000,18000, 36 months,0.12179999999999999,599.4,B,4.0,RENT,110000.0,not verified,debt_consolidation,CA,8.23,0.0,987.1666666666666,1.0,7.0,0.0,15533,79.3,14.0,0
3000,3000, 36 months,0.1149,98.92,B,1.0,OWN,27600.0,not verified,major_purchase,SD,22.26,0.0,912.0666666666667,1.0,12.0,0.0,1742,29.5,21.0,0
18000,18000, 60 months,0.1677,445.13,E,9.0,MORTGAGE,56500.0,not verified,debt_consolidation,MO,22.81,0.0,974.0,0.0,10.0,0.0,22617,91.2,23.0,1
25000,25000, 36 months,0.1496,866.16,D,10.0,MORTGAGE,120000.0,not verified,home_improvement,CO,16.28,0.0,1035.8666666666666,0.0,15.0,0.0,73257,60.0,32.0,0
8000,8000, 36 months,0.1427,274.48,C,10.0,MORTGAGE,97000.0,not verified,credit_card,IL,13.77,0.0,1000.3666666666667,2.0,13.0,1.0,5816,56.5,40.0,0
3875,3875, 60 months,0.19030000000000002,100.59,E,10.0,RENT,75000.0,VERIFIED - income,debt_consolidation,NV,14.86,0.0,906.0333333333333,3.0,6.0,1.0,2411,86.1,11.0,0
5600,5600, 60 months,0.1936,146.38,F,3.0,RENT,49008.0,VERIFIED - income source,major_purchase,MN,17.87,0.0,943.5666666666667,1.0,15.0,0.0,5103,64.6,25.0,0
10625,10625, 36 months,0.1114,348.56,B,4.0,RENT,117000.0,VERIFIED - income,debt_consolidation,CA,6.33,1.0,921.2333333333333,0.0,11.0,0.0,13657,29.9,25.0,0
14000,14000, 36 months,0.1459,482.51,D,9.0,RENT,73000.0,not verified,debt_consolidation,CA,12.13,0.0,953.7,0.0,7.0,1.0,5879,70.8,32.0,0
4000,4000, 36 months,0.0768,124.77,A,10.0,OWN,38000.0,not verified,debt_consolidation,PA,13.45,0.0,963.8333333333334,0.0,7.0,0.0,3199,7.4,23.0,0
3200,3200, 36 months,0.157,112.04,D,3.0,RENT,48000.0,not verified,educational,WA,6.25,1.0,843.1,0.0,4.0,0.0,1730,41.2,4.0,0
20000,20000, 36 months,0.0654,613.35,A,10.0,MORTGAGE,90000.0,VERIFIED - income,debt_consolidation,IL,9.56,0.0,952.6666666666666,3.0,8.0,0.0,18158,55.2,28.0,0
2500,2500, 36 months,0.1677,88.85,D,2.0,RENT,42000.0,not verified,other,MD,3.8,0.0,902.9666666666667,1.0,3.0,0.0,3467,47.5,8.0,1
5300,5300, 36 months,0.08900000000000001,168.3,A,4.0,RENT,36000.0,VERIFIED - income source,debt_consolidation,OH,15.2,0.0,976.0333333333333,0.0,8.0,0.0,16843,56.9,14.0,0
13650,13650, 36 months,0.1629,481.86,D,2.0,MORTGAGE,57600.0,not verified,other,MI,17.25,1.0,922.2666666666667,3.0,13.0,0.0,11969,36.3,25.0,1
12000,12000, 36 months,0.1059,390.54,C,4.0,RENT,43200.0,not verified,debt_consolidation,NY,6.36,0.0,845.1666666666666,1.0,2.0,0.0,1069,42.8,3.0,0
8500,8500, 36 months,0.0579,257.78,A,10.0,OWN,90000.0,not verified,credit_card,NM,9.87,0.0,39.53333333333333,3.0,16.0,0.0,5163,4.0,35.0,0
10800,10800, 36 months,0.1284,363.08,C,5.0,MORTGAGE,48000.0,VERIFIED - income,credit_card,MD,22.45,0.0,1082.5333333333333,0.0,8.0,1.0,15260,77.9,16.0,0
16800,16800, 60 months,0.17989999999999998,426.52,E,10.0,RENT,64000.0,VERIFIED - income source,debt_consolidation,MI,18.26,0.0,992.2666666666667,1.0,17.0,0.0,6060,35.9,37.0,0
12000,12000, 36 months,0.1349,407.17,C,3.0,RENT,67200.0,VERIFIED - income source,debt_consolidation,TX,14.29,0.0,913.1,0.0,6.0,0.0,22290,78.8,20.0,0
14000,14000, 60 months,0.1349,322.07,C,10.0,MORTGAGE,55000.0,VERIFIED - income source,home_improvement,NY,11.74,0.0,960.7666666666667,0.0,14.0,0.0,19639,74.7,33.0,0
5300,5300, 36 months,0.0542,159.85,A,4.0,RENT,20160.0,not verified,debt_consolidation,MD,28.33,0.0,963.8333333333334,0.0,7.0,0.0,5275,42.2,11.0,0
20000,20000, 60 months,0.1349,460.1,C,1.0,RENT,50000.0,VERIFIED - income,wedding,NY,19.22,0.0,915.1333333333333,0.0,16.0,0.0,5896,57.8,39.0,0
8500,8500, 36 months,0.1114,278.83,B,0.0,RENT,28500.0,not verified,debt_consolidation,CA,24.63,0.0,1071.4,0.0,12.0,0.0,9193,28.5,15.0,0
3500,3500, 36 months,0.1392,119.48,C,5.0,RENT,80000.0,not verified,house,CA,0.6,0.0,922.2666666666667,6.0,7.0,0.0,3312,10.4,12.0,0
7000,7000, 36 months,0.0751,217.78,A,1.0,RENT,45000.0,VERIFIED - income,debt_consolidation,NY,10.77,0.0,929.3666666666667,0.0,10.0,0.0,0,0.0,38.0,0
15000,15000, 60 months,0.21280000000000002,408.17,F,2.0,RENT,40000.0,VERIFIED - income,debt_consolidation,NC,7.53,0.0,916.1333333333333,0.0,2.0,0.0,0,0.0,14.0,0
3500,3500, 36 months,0.1521,121.69,D,0.0,RENT,17280.0,not verified,debt_consolidation,MO,9.58,0.0,853.2333333333333,0.0,15.0,0.0,3962,32.2,18.0,0
4800,4800, 36 months,0.0999,154.86,B,2.0,RENT,52000.0,VERIFIED - income source,debt_consolidation,VA,12.02,0.0,856.3,0.0,7.0,0.0,5871,77.9,17.0,0
8000,8000, 60 months,0.1417,186.86,C,4.0,MORTGAGE,60000.0,not verified,major_purchase,NJ,12.14,0.0,1015.6,3.0,5.0,0.0,4869,74.2,28.0,0
5600,5600, 60 months,0.1075,121.07,B,10.0,MORTGAGE,60000.0,not verified,other,TX,15.98,0.0,966.9,0.0,11.0,0.0,20948,65.3,28.0,0
10000,10000, 36 months,0.1427,343.09,C,2.0,RENT,45000.0,not verified,credit_card,TX,4.93,0.0,855.2666666666667,0.0,3.0,0.0,7166,82.4,4.0,0
6000,6000, 36 months,0.07490000000000001,186.61,A,1.0,MORTGAGE,108000.0,VERIFIED - income source,major_purchase,CA,2.16,0.0,982.1333333333333,0.0,4.0,0.0,11817,55.5,8.0,0
20000,20000, 36 months,0.1379,681.51,C,10.0,MORTGAGE,250000.0,VERIFIED - income,debt_consolidation,CT,5.4,0.0,1034.8666666666666,1.0,10.0,0.0,11356,78.7,28.0,0
11000,11000, 36 months,0.1036,356.81,B,0.0,MORTGAGE,81000.0,not verified,debt_consolidation,WA,7.5,0.0,1000.3666666666667,0.0,4.0,1.0,9222,78.8,18.0,0
2800,2800, 36 months,0.1349,95.01,C,4.0,RENT,123000.0,not verified,small_business,NY,15.7,0.0,1060.2,0.0,11.0,0.0,13213,97.1,18.0,0
25000,25000, 60 months,0.1349,575.12,C,10.0,MORTGAGE,63000.0,VERIFIED - income,home_improvement,NJ,0.21,1.0,905.0,0.0,10.0,0.0,48,0.4,28.0,0
