loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
5375,5375, 60 months,12.69%,121.45,B,B5,Starbucks,< 1 year,RENT,15000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1071570,"  Borrower added on 12/16/11 > I'm trying to build up my credit history. I live with my brother and have no car payment or credit cards. I am in community college and work full time. Im going to use the money to make some repairs around the house and get some maintenance done on my car.<br><br>  Borrower added on 12/20/11 > $1000 down only $4375 to go. Thanks to everyone that invested so far, looking forward to surprising my brother with the fixes around the house.<br>",other,Building my credit history.,774xx,TX,18.08,0,9/1/04,0,NA,NA,2,0,9279,36.5,3,f,NA,1,1
22800,22800, 36 months,12.21%,759.58,B,B5,Professional Risk Management Services,3 years,OWN,43000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=412292,"Hello, I am requesting this loan to pay off my credit card debt.  I have two major credit cards each with interest rate at 25%.  I understand that my debt to ratio is very high, but I am applying for this loan to fix that.    I have successfully paid of my car loan through Pentagon Federal Credit Union.  I fulfill my payments and debts.  If granted the loan it will make paying off my credit card a little easier.  Your consideration is greatly appreciated.",debt_consolidation,Credit card consolidation,221xx,VA,15.49,1,4/1/00,1,19,NA,9,0,19226,70.9,32,f,NA,1,0
5000,5000, 36 months,9.67%,160.57,B,B1,Herb's Pool Service Inc,10+ years,MORTGAGE,99600,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=782199,"  Borrower added on 06/09/11 > Medical expenses of a family member have been overwhelming but are now under control, just need to get short term help<br/> Borrower added on 06/09/11 > Medical expenses of a family member had been overwhelming but are now under control, need short term help<br/>",medical,jbs rehab,954xx,CA,15.22,0,6/1/76,0,NA,NA,11,0,60631,70.3,28,f,NA,1,0
8000,8000, 36 months,12.42%,267.33,B,B4,City of Hillsboro,10+ years,RENT,40000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1057518,,credit_card,Credit Card Loan,971xx,OR,15,0,5/1/04,0,NA,NA,10,0,18601,88.2,11,f,NA,1,0
2500,2500, 36 months,18.78%,91.37,F,F3,American Public Media,< 1 year,RENT,65000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=457386," 568549 added on 11/04/09 > I use my current laptop to function as my main work computer. As a Software Engineer, I need to have a robust computer to be able to do things efficiently -- otherwise I can lose a lot of time and momentum. It's time to upgrade.<br/>",small_business,A new MacBook to function as my primary work computer,554xx,MN,2.79,1,8/1/99,2,19,27,4,1,2601,40.6,7,f,NA,1,0
17800,17800, 36 months,10.25%,576.45,B,B2,Emerson Climate Technology,6 years,MORTGAGE,61781,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=486916,  Borrower added on 02/18/10 > I need this loan to pay off a credit card. I have been a customer for 10 years and was never late with a payment and always paid more then the minimim payment.  They increase the interest rate to 18% so I cancelled the card.<br/>,credit_card,Help,453xx,OH,17.15,0,3/1/81,4,NA,NA,10,0,23065,51.1,31,f,NA,1,0
14400,14400, 36 months,11.14%,472.4,B,B2,General Motors Company,3 years,RENT,72000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=781189,,debt_consolidation,My Debt Consolidation Loan,483xx,MI,14.75,0,3/1/01,0,NA,NA,19,0,18421,67,28,f,NA,1,0
11200,11200, 60 months,10.99%,243.46,B,B3,catholic charities,3 years,RENT,29000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=754600,  Borrower added on 05/12/11 > I work in healthcare with developmentally disabled adults.  I am full time and trying to go back to nursing school.  This is the final step to being financially ready to step back into school as this will consolidate my bills into one payment.<br/> Borrower added on 05/12/11 > I work in healthcare with adults with developmental disabilities.  I am full time and am trying to go back to school and continue with nursing.  This is the final step I need to take to be financially set to head back into the classroom as this will put my bills into one monthly payment.  Thank you<br/>,debt_consolidation,back on track,188xx,PA,17.63,0,9/1/02,0,27,NA,15,0,1155,11.3,24,f,NA,1,0
10000,10000, 36 months,13.80%,340.81,C,C4,Jason Industrial,10+ years,MORTGAGE,42500,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=658571,  Borrower added on 01/21/11 > Need to pay personal debt<br/> Borrower added on 01/21/11 > I have a job for over 15 years.  I decided to clean up my credit card and get credit debt free.  This is my new year resolution.<br/> Borrower added on 01/21/11 > The credit card is under my wife name.  We used the credit card for home improvement 2 years ago and now it is time to pay it off.<br/> Borrower added on 01/22/11 > Both my wife and I have a very steady job.  My wife work at her company for 15 years and I am 17 years.  We are very hard workers.  We put our home improvement on a credit card that we shouldn't have.  This loan will help us get out of the credit card industry and only have to concentrate on pay the loan.  We will not have any problem to pay the loan.<br/>,debt_consolidation,Personal Loan,601xx,IL,0.28,0,7/1/97,3,NA,92,3,1,45,0.6,16,f,NA,1,0
8000,8000, 36 months,9.99%,258.1,B,B1,Sunray ISD,< 1 year,RENT,53052,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=844451,  Borrower added on 08/13/11 > I have a good job. I make budgets every pay day. I've never missed a payment<br/>,other,wedding plans,790xx,TX,18.95,0,3/1/05,0,NA,NA,4,0,4556,53.6,7,f,NA,1,0
5750,5750, 36 months,8.00%,180.19,A,A3,Blackboard,1 year,RENT,70000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=372621,"For 10 years, I have paid every single bill on time. Not a single time was I late to pay. That is, until I recently moved. Even though I informed the bank of my move and put a forwarding order in with the post office, I received my statement in the mail several days after it was due. Despite my shrinking debt, my immediate payment and my excellent payment history, the bank has now jacked my interest rate up to an astonishing amount.  Worse yet, the bank applies my payments to the lowest interest rate portions first, while the higher rate purchases simply keep accruing interest.  I have realized that there are a lot of games that traditional banks play to 'trap' and exploit their customers. So I really don't want to do business with them anymore if I can help it. I want to close my credit card account with this bank to protect my future.  I am looking for a loan to match (or come very close to) the rate of my credit card balance before this one late payment: 3.99%  I have the ability to transfer the balance to a different credit card, but then I would be charged an additional 3% up-front for the privilege, and that really doesn't help me financially.  Thanks for considering helping me!",credit_card,Prefer the stability of a fixed rate,200xx,DC,2.59,0,11/1/95,1,NA,NA,11,0,5231,2.4,20,f,NA,1,0
13000,13000, 36 months,8.90%,412.8,A,A5,Millenium Hotels and Resorts Anchorage,< 1 year,RENT,25000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1027973,"  Borrower added on 11/16/11 > Thank you for the loan, this is a win- win situation for both the investors and I.<br>",debt_consolidation,Debt Consolidation,995xx,AK,14.59,0,2/1/06,1,NA,NA,13,0,11338,18.6,30,f,NA,1,0
4000,4000, 36 months,19.03%,146.69,E,E2,IBM,10+ years,MORTGAGE,80000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1066434,,vacation,Loan2011,275xx,NC,20.59,1,7/1/97,2,15,NA,30,0,6654,22.6,56,f,NA,1,0
6000,6000, 36 months,8.90%,190.52,A,A5,Farmers Insurance Company,4 years,MORTGAGE,71000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=892946,,debt_consolidation,Credit Card Elimination ,333xx,FL,13.81,0,4/1/00,0,NA,NA,14,0,6953,67.5,24,f,NA,1,1
14075,14075, 60 months,12.68%,317.95,C,C1,Army National Guard / GED Plus Program,8 years,MORTGAGE,61200,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=739275,,debt_consolidation,Home Improvement,720xx,AR,20.94,0,12/1/02,3,NA,NA,8,0,3943,33.4,20,f,NA,1,0
5500,5500, 36 months,12.61%,184.29,C,C2,Columbia University,1 year,RENT,48000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=607179,,wedding,My Dream Wedding,100xx,NY,2.6,0,7/1/07,0,NA,NA,4,0,3935,46.3,5,f,NA,1,0
3300,3300, 36 months,8.49%,104.16,A,A5,Harmony Science Academy,2 years,RENT,28956,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=816765,"  Borrower added on 07/14/11 > I am paying off 3,330 of credit card debt that I incurred from moving and job hunting after finishing graduate school.  I want to buy a house within the next 3-5 years, and would like to be debt-free (other than student loans) before I make such a large purchase.<br/>",debt_consolidation,Erase Credit Card Debt,787xx,TX,24.08,1,8/1/02,2,16,NA,11,0,3349,21.2,20,f,NA,1,0
12500,12500, 36 months,11.49%,412.15,B,B4,TDCJ,2 years,MORTGAGE,60000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=792324,  Borrower added on 06/27/11 > Loan is for bariatric surgery.<br/>,other,Bariatric surgery,791xx,TX,1.36,1,4/1/84,0,11,NA,12,0,2193,10.5,21,f,NA,1,0
8000,8000, 60 months,14.91%,189.95,D,D2,Peckar & abramson,5 years,RENT,44000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=710133,  Borrower added on 03/23/11 > I am consolidating two credit into one payment. <br/><br/>Thank you<br/>,debt_consolidation,Debt consolidation,330xx,FL,7.15,0,4/1/06,0,NA,NA,8,0,4913,63.4,12,f,NA,1,1
8000,8000, 60 months,15.58%,192.77,D,D3,Noble Properties,3 years,MORTGAGE,55000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=521701,  Borrower added on 05/25/10 > I am looking to consolidate debt from credit cards.  I currently am buying a home and am also needing a new air conditioning unit.<br/>,debt_consolidation,Debt Consolidation and home improvements,334xx,FL,12.56,0,1/1/06,2,NA,NA,7,0,4280,28.2,8,f,NA,1,0
13000,13000, 36 months,5.42%,392.08,A,A1,Great American Insurance Co,7 years,MORTGAGE,70000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=872924,  Borrower added on 09/06/11 > Seeking to pay off existing credit card debt at a lower interest rate<br/>null,credit_card,Loan Consolidation,700xx,LA,13.53,0,5/1/88,3,26,NA,12,0,73764,22.5,39,f,NA,1,0
2400,2400, 36 months,13.62%,81.59,D,D5,National Ready Mix Concrete Assn,1 year,RENT,47600,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=200247,"I would like to use this loan to consolidate credit card debt (1 @ 19% and 1 @ 15.99%).   Also, remaining funds will be used to make repairs to my vehicle.  ",debt_consolidation,Small Debt Consolidation Loan,209xx,MD,15.53,0,12/1/03,1,34,0,6,0,1233,35.2,7,f,NA,1,0
8000,8000, 60 months,18.39%,204.85,E,E2,New Dawn Recovery,8 years,MORTGAGE,36000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=742971,,debt_consolidation,debt consolidation,958xx,CA,21.9,3,1/1/00,1,9,NA,6,0,6965,89.3,20,f,NA,1,0
6000,6000, 36 months,10.00%,193.61,B,B2,"Arthur E Flynn, MD",10+ years,MORTGAGE,79992,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=721616,,other,Taxes,930xx,CA,21.75,1,2/1/97,0,23,NA,13,0,16156,74.5,30,f,NA,1,0
3200,3200, 36 months,11.49%,105.51,B,B4,Pollack & Rosen P.A.,3 years,RENT,31000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=792985,,debt_consolidation,Debt Consolidation,331xx,FL,19.66,0,8/1/95,2,31,NA,11,0,3058,28.8,12,f,NA,1,0
24000,24000, 60 months,11.49%,527.71,B,B4,Bank Of America,1 year,RENT,60000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=584356,"Borrower added on 09/09/10 > Hi I&rsquo;m asking for the loan to help pay for my wedding.  I&rsquo;m saving quite a bit myself, around $1000 monthly while still being able to pay for everything.  So if I receive the funds request I&rsquo;ll have no problem paying.  On the low side my net income is $2810, I say low because I&rsquo;ve factored in missing 2-3 days incase of emergencies and incase no overtime/bonus  is given, my company currently allows unlimited OT due to my position and the demand for it.  My current YTD average monthly income is $5992 or ($47,166.15 YTD as of 8/27/2010)   My bills include <br/><br/>$700 monthly to Jared&rsquo;s min payment is 435 (will be paid off by March) <br/>$400 car payment<br/>$200 Credit Card Payments <br/>$115 Car Insurance<br/>$60 Gas (I drive a Prius so this is generous allowance) <br/>$200 Cable/Internet/phone<br/><br/><br/><br/>My fianc&eacute;e who is in her last year of Law school (she graduates in May) will move here to Texas and that will increase our income as well.  We&rsquo;ve both committed to living with my parents (where I live currently) until we pay off the wedding.  The reason why I&rsquo;m able to bank the $1000 is because they do not charge me rent or make me pay for utilities or even food.  My cable bill is high because instead of going out all the time I spend it at home saving money.   I have over $40,000 in my retirement accounts so in a crunch I could always withdraw funds from them to pay back the loan.  I have been very responsible with my money but now need a little help to pay for the wedding.  My parents threw us an engagement party and our families gave us monetary gifts that totaled $5000 (which we still have and will pay for parts of the wedding), we&rsquo;ll receive at least the same in wedding gifts if not more. I choose the 5 year repayment to plan for the worst and should have no troubles paying this loan.  My credit history also reflects that I have an excellent payment history.    With this loan I would be able to pay for everything up front and not charge items to credit cards and even get discounts from wedding vendors if we pay cash.   I hope this explanation helps.<br/>",wedding,Wedding Funds,760xx,TX,19.94,0,5/1/98,0,NA,NA,9,0,22253,44,27,f,NA,1,0
12000,12000, 60 months,16.69%,296.24,E,E3,"DocuSign, Inc.",< 1 year,MORTGAGE,250000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=620131,"  Borrower added on 12/21/10 > Loan for purchase of new Harley Davidson motorcycle for my wife.<br/> Borrower added on 12/21/10 > As stated, the funds will be used to purchase a new motorcycle for my wife.  The bike in question is her &quot;dream bike.&quot;<br/><br/>I am employed by a very stable technology organization that is experiencing 100% growth year over year.  My position, although new, is also extremely stable.<br/><br/>While my monthly income is very robust (50% base salary, 50% commissions, and an additional $20k per year in Social Security benefits), my credit rate has suffered over the last few years due to the significant medical expenses incurred while my wife battled breast cancer.  She passed away in 2009.  I have since remarried. <br/><br/>I am a mature and responsible borrower. <br/><br/>I have budgeted to pay this loan off in twenty four months or less.<br/> Borrower added on 12/22/10 > I have been with my present employer since 11/1/2010.  Prior to that I was with Omega Performance Corporation as a Vice President and Regional Manager for four years.  Before Omega Performance, I was with Experian as a Strategic Account Director.  Prior to Experian, I was a Principal Consultant with Dun &amp; Bradstreet.<br/>",major_purchase,HD Loan,297xx,SC,1.42,4,3/1/82,5,15,NA,5,0,427,23.7,43,f,NA,1,0
